Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
513	NCT04327388	Sarilumab COVID-19		Recruiting	No Results Available	Corona Virus Infection	Drug: Sarilumab SAR153191|Drug: Placebo	Phase 2: Time to resolution of fever for at least 48 hours without antipyretics or until discharge, whichever is sooner|Phase 3: The percentage of patients reporting each severity rating on the 7-point ordinal scale|Phase 2: The time to improvement in oxygenation|Phase 2: Mean change in 7-point ordinal scale from baseline to Day 15|Phase 2: Clinical status using the 7-point ordinal scale at Day 15|Phase 2: Time to improvement of two categories from admission using the 7-point ordinal scale|Phase 2 and 3 : Time to resolution of fever|Phase 2 and 3 : Time to improvement in oxygenation|Phase 2 and 3: Time to resolution of fever and improvement in oxygenation|Phase 2 and 3:Time to change in NEWS2 from baseline|Phase 2 and 3: Time to NEWS2 of <2 and maintained for 24 hours|Phase 2 and 3: Mean change from baseline to days 3, 5, 8, 11, 15, and 29 in NEWS2|Phase 2 and 3:Days with fever|Phase 2 and 3: Alive off supplemental oxygen at day 29|Phase 2 and 3: Days of resting respiratory rate >24 breaths/min|Phase 2 and 3:Days of hypoxemia|Phase 2 and 3: Days of supplemental oxygen use|Phase 2 and 3: Time to saturation ≥94% on room air|Phase 2 and 3: Ventilator free days in the first 28 days (to day 29)|Phase 2 and 3: The number of patients with Initiation of mechanical ventilation, non-invasive ventilation, or use of high flow nasal cannula|Phase 2 and 3: Proportion of patients requiring rescue medication during the 28-day period|Phase 2 and 3: The number of patients transferred to the ICU or the need to transfer to the ICU (if the ICU is not available)|Phase 2 and 3: Days of hospitalization among survivors|Phase 2 and 3: Incidence of death|Phase 3: Mean change in the 7-point ordinal scale from baseline to days 3, 5, 8, 11, 15, and 29 (or until discharge)|Phase 3: Clinical status using the 7-point ordinal scale at days 3, 5, 8, 11,15, and 29|Phase 3: Time to improvement of two categories from admission using the 7-point ordinal scale|Phase 2 and 3: Incidence of serious adverse events|Phase 2 and 3: The incidence of major or opportunistic bacterial or fungal infections|Phase 2 and 3: The incidence of major or opportunistic bacterial or fungal infections in patients with grade 4 neutropenia|Phase 2 and 3: The incidence of hypersensitivity reactions, infusion reactions, gastrointestinal perforation|The number of patients with clinically significant laboratory abnormalities	Sanofi|Regeneron Pharmaceuticals	All	18 Years and older   (Adult, Older Adult)	Phase 2|Phase 3	300	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	EFC16844|U1111-1249-6021	March 29, 2020	July 2020	June 2021	March 31, 2020		April 17, 2020	Investigational Site Number 1240001, Montreal, Canada|Investigational Site Number 1240002, Toronto, Canada|Investigational Site Number 1240003, Vancouver, Canada|Investigational Site Number 2500001, Bordeaux Cedex, France|Investigational Site Number 2500002, Nantes, France|Investigational Site Number 2500005, Paris Cedex 18, France|Investigational Site Number 2500003, Strasbourg, France|Investigational Site Number 2500004, Suresnes, France|Investigational Site Number 2760004, Köln, Germany|Investigational Site Number 2760001, Münster, Germany|Investigational Site Number 3800005, Milano, Italy|Investigational Site Number 3800001, Milano, Italy|Investigational Site Number 3800004, Parma, Italy|Investigational Site Number 3920002, Fuchu-Shi, Japan|Investigational Site Number 7240003, Barcelona, Spain|Investigational Site Number 7240004, Barcelona, Spain|Investigational Site Number 7240002, Madrid, Spain|Investigational Site Number 7240005, Madrid, Spain|Investigational Site Number 7240001, Madrid, Spain		https://ClinicalTrials.gov/show/NCT04327388
514	NCT04346628	Oral Favipiravir Compared to Standard Supportive Care in Subjects With Mild COVID-19		Not yet recruiting	No Results Available	COVID	Drug: Favipiravir|Other: Standard of care treatment	Time until cessation of oral shedding of SARS-CoV-2 virus|Count of participants with clinical worsening of COVID-19 disease|Sars-CoV-2 viral load|Count of participants with development of SARS-CoV-2 antibodies|Time until cessation of symptoms|Cmax of favipiravir|Cmin of favipiravir	Stanford University	All	18 Years and older   (Adult, Older Adult)	Phase 2	120	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	56032	April 2020	April 2021	April 2021	April 15, 2020		April 15, 2020	Stanford University, Stanford, California, United States		https://ClinicalTrials.gov/show/NCT04346628
515	NCT04344535	Convalescent Plasma vs. Standard Plasma for COVID-19		Enrolling by invitation	No Results Available	COVID	Biological: Convalescent Plasma|Biological: Standard Donor Plasma	28 day ventilator free days|90 day all-cause mortality	Stony Brook University	All	18 Years and older   (Adult, Older Adult)	Phase 1|Phase 2	500	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	SBU-COVID19-ConvalescentPlasma	April 8, 2020	April 30, 2021	August 31, 2021	April 14, 2020		April 17, 2020	Stony Brook University Hospital, Stony Brook, New York, United States		https://ClinicalTrials.gov/show/NCT04344535
516	NCT04325893	Hydroxychloroquine Versus Placebo in COVID-19 Patients at Risk for Severe Disease	HYCOVID	Recruiting	No Results Available	Coronavirus	Drug: Hydroxychloroquine|Drug: Placebo	Number of death from any cause, or the need for intubation and mechanical ventilation during the 14 days following inclusion and start of treatment.|Number of death from any cause, or the need for intubation and mechanical ventilation during the 28 days following inclusion and start of treatment.|Clinical evolution on the WHO Ordinal Scale for Clinical Improvement for COVID-19 between day 0 and day 14|Clinical evolution on the WHO Ordinal Scale for Clinical Improvement for COVID-19 between day 0 and day 28.|Number of all-cause mortality at day 14|Number of all-cause mortality at day 28|Rate of positive SARS-CoV-2 RT-PCR on nasopharyngeal samples at day 5|Rate of positive SARS-CoV-2 RT-PCR on nasopharyngeal samples at day 10|The rate of venous thromboembolic events at day 28, documented and confirmed by an adjudication committee.|Number of all-cause mortality at day 28 in patients aged 75 and older|Clinical evolution on the WHO OSCI scale for COVID-19 between day 0 and day 28 for patients aged 75 or older|Rate of severe adverse events at day 28|Number of all-cause mortality at day 14 in patients aged 75 and older	University Hospital, Angers	All	18 Years and older   (Adult, Older Adult)	Phase 3	1300	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	49RC20_0071	April 2020	September 2020	September 2020	March 30, 2020		April 8, 2020	CH Agen, Agen, France|CHU Amiens, Amiens, France|CHU Angers, Angers, France|APHP Avicenne, Bobigny, France|CHU Brest, Brest, France|CHU Caen, Caen, France|CH Cherbroug, Cherbourg, France|CH Cholet, Cholet, France|CH Colmar, Colmar, France|APHP Henri Mondor, Créteil, France|CHU Dijon, Dijon, France|CHD Vendée, La Roche-sur-Yon, France|CH Laval, Laval, France|CH Le Mans, Le Mans, France|CHU Limoges, Limoges, France|CH Lorient, Lorient, France|CH Melun, Melun, France|CHU Nantes, Nantes, France|Hôpital Privé du Confluent, Nantes, France|CH Niort, Niort, France|CHR Orléans, Orléans, France|APHP Saint-Antoine, Paris, France|La Pitié-Salpétrière, Paris, France|CHU Poitiers, Poitiers, France|CH Pointoise, Pontoise, France|CH Quimper, Quimper, France|CH Saint-Brieuc, Saint-Brieuc, France|CH Saint-Nazaire, Saint-Nazaire, France|CHU Saint-Etienne, Saint-Étienne, France|CHU Toulouse, Toulouse, France|CH Tourcoing, Tourcoing, France|CHU Tours, Tours, France|CH Valenciennes, Valenciennes, France|Clinique Tessier Valenciennes, Valenciennes, France|CH Vannes, Vannes, France|CH Versailles, Versailles, France|CH Princesse Grace, Monaco, Monaco		https://ClinicalTrials.gov/show/NCT04325893
517	NCT04338906	Combination Therapy With Camostat Mesilate + Hydroxychloroquine for COVID-19	CLOCC	Not yet recruiting	No Results Available	COVID	Drug: Camostat Mesilate|Drug: Placebo|Drug: Hydroxychloroquine	Not hospitalized|Time to improvement of 2 categories from admission on a 7-point ordinal scale|Proportion of participants in each group with normalization of fever|Proportion of participants in each group with oxygen saturation > 94% on room air for >24h|Time to fever normalization (if febrile at baseline)|Time to first negative SARS-CoV-2 PCR in NP swap (if pos. at baseline)|Time to first negative SARS-CoV-2 PCR in lower respiratory tract specimens (sputum, bronchoalveolar lavage, tracheal aspirate) (if positive at baseline)|Duration of oxygen therapy|Proportion of participants in each group with need for mechanical ventilation|Duration of hospitalization|All cause mortality	Heinrich-Heine University, Duesseldorf|Universitätsklinikum Hamburg-Eppendorf|University Hospital, Frankfurt|St. Georg Hospital Leipzig, Germany|Hospital Schwabing Munich, Germany|Missioklinik, Wuerzburg, Germany	All	18 Years and older   (Adult, Older Adult)	Phase 4	334	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	CLOCC-2020	June 1, 2020	June 1, 2021	December 31, 2021	April 8, 2020		April 8, 2020			https://ClinicalTrials.gov/show/NCT04338906
518	NCT04326725	Proflaxis Using Hydroxychloroquine Plus Vitamins-Zinc During COVID-19 Pandemia		Recruiting	No Results Available	Pneumonitis|Coronavirus Infection	Drug: Plaquenil 200Mg Tablet	Protection against COVID-19	Istinye University	All	20 Years to 90 Years   (Adult, Older Adult)		80	Other	Observational	Observational Model: Case-Control|Time Perspective: Prospective	2020-2/1	March 20, 2020	July 1, 2020	September 1, 2020	March 30, 2020		April 10, 2020	Istinye University Medical School, Istanbul, Turkey		https://ClinicalTrials.gov/show/NCT04326725
519	NCT04341714	Efficiency and Satisfaction With Telephone Consultation in Neuro-urology: Experience of the COVID-19 Pandemic		Recruiting	No Results Available	Efficacy, Self|Satisfaction, Patient|Telemedicine	Other: Satisfaction evaluation	Efficiency of the telephone consultation|Satisfaction of the telephone consultation	Pierre and Marie Curie University	All	18 Years and older   (Adult, Older Adult)		400	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	GREEN GRC01	March 16, 2020	May 30, 2020	June 15, 2020	April 10, 2020		April 10, 2020	Department of Neuro- Urology, Hôpital Tenon, Paris, France		https://ClinicalTrials.gov/show/NCT04341714
520	NCT04321369	Impact of Swab Site and Sample Collector on Testing Sensitivity for COVID-19 Virus in Symptomatic Individuals		Completed	No Results Available	Infections, Respiratory|Fever|Cough	Diagnostic Test: Testing Sensitivity for SARS-CoV-2 Virus in Symptomatic Individuals	Accuracy of patient administered tests	Dr. Deneen Vojta|Quest Diagnostics|Bill and Melinda Gates Foundation|UnitedHealth Group	All	Child, Adult, Older Adult		533	Industry|Other	Observational	Observational Model: Case-Only|Time Perspective: Retrospective	20-001	March 9, 2020	March 23, 2020	March 23, 2020	March 25, 2020		April 13, 2020	Everett Clinic, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT04321369
521	NCT04292340	Anti-SARS-CoV-2 Inactivated Convalescent Plasma in the Treatment of COVID-19		Recruiting	No Results Available	Coronavirus		The virological clearance rate of throat swabs, sputum, or lower respiratory tract secretions at day 1|The virological clearance rate of throat swabs, sputum, or lower respiratory tract secretions at day 3|The virological clearance rate of throat swabs, sputum, or lower respiratory tract secretions at day 7|Numbers of participants with different Clinical outcomes|Number of participants with treatment-related adverse events as assessed by CTCAE v5.0	Shanghai Public Health Clinical Center	All	Child, Adult, Older Adult		15	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	Anti-SARS-CoV-2	February 1, 2020	July 31, 2020	December 31, 2020	March 3, 2020		March 3, 2020	Shanghai Public Health Clinical Center, Shanghai, Shanghai, China		https://ClinicalTrials.gov/show/NCT04292340
522	NCT04346082	Feasibility of Online Based Mindfulness Interventions During COVID-19 Outbreak		Not yet recruiting	No Results Available	Stress	Behavioral: online mindfulness group	rate of recruitment|rate of attendence|Depression, Anxiety and Stress Scale (DASS-21)|Sense of Coherence Scale	Chinese University of Hong Kong	All	18 Years and older   (Adult, Older Adult)	Not Applicable	30	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	online-mind	May 1, 2020	April 30, 2021	April 30, 2021	April 15, 2020		April 15, 2020	School of public health and primary care, Hong Kong, Hong Kong		https://ClinicalTrials.gov/show/NCT04346082
523	NCT04326114	Effectiveness and Safety of Respiratory Training in the Prevention and Severity of COVID-19		Not yet recruiting	No Results Available	Disease, Infectious|Respiratory Disease|Safety Issues|Effectiveness	Device: Inspiratory training device|Device: Expiratory training device	COVID-19 disease diagnosis|COVID-19 disease symptoms severity|Adverse effects	Universidad Complutense de Madrid	All	18 Years and older   (Adult, Older Adult)	Not Applicable	240	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention	Covid_ISCIII 20/265-E_BS	April 26, 2020	September 26, 2020	October 12, 2020	March 30, 2020		March 30, 2020			https://ClinicalTrials.gov/show/NCT04326114
524	NCT04326387	Evaluation of Novel Diagnostic Tests for COVID-19	COVIDx	Recruiting	No Results Available	Acute Disease|Coronavirus|Respiratory Viral Infection	Diagnostic Test: SAMBA II (Diagnostic for the Real World)|Diagnostic Test: Public Health England Gold Standard|Diagnostic Test: Cambridge Validated Viral Detection Method|Diagnostic Test: Radiological Detection	SAMBA COVID-19 POC PCR Test|Patient acceptability|Immune Response Positivity	CCTU- Cancer Theme|Cambridge University Hospitals NHS Foundation Trust	All	16 Years and older   (Child, Adult, Older Adult)		200	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	COVIDx	April 6, 2020	April 7, 2021	October 7, 2021	March 30, 2020		April 10, 2020	Cambridge University Hospitals NHS Foundation Trust, Cambridge, Cambridgeshire, United Kingdom		https://ClinicalTrials.gov/show/NCT04326387
525	NCT04322123	Safety and Efficacy of Hydroxychloroquine Associated With Azythromycin in SARS-Cov-2 Virus (COVID-19)	Coalition-I	Recruiting	No Results Available	Coronavirus Infections	Drug: Hydroxychloroquine Oral Product|Drug: Hydroxychloroquine + azithromycin	Evaluation of the clinical status|Ordinal scale in 7 days|Need of intubation and mechanical ventilation|Use of mechanical ventilation during hospital stay|Use of non-invasive ventilation|Hospital Length of Stay|All-cause mortality|Thromboembolic complications|Acute renal disfunction|Presence of virus at day 10 in subset of 180 patients	Hospital do Coracao|Hospital Israelita Albert Einstein|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network|EMS	All	18 Years and older   (Adult, Older Adult)	Phase 3	630	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	Brazil COVID Coalition I Trial	April 1, 2020	August 30, 2020	August 30, 2020	March 26, 2020		April 13, 2020	Hospital Geral Clériston Andrade, Feira De Santana, BA, Brazil|Hospital Ana Nery - HAN/SESAB, Salvador, BA, Brazil|HHospital SAMUR, Vitória Da Conquista, BA, Brazil|Hospital Geral de Vitória da Conquista, Vitória Da Conquista, BA, Brazil|Hospital de Brasília, Brasilia, DF, Brazil|Instituto de Cardiologia do Distrito Federal, Brasília, DF, Brazil|Hospital Maternidade São José - UNESC - Fundação Social Rural de Colatina, Colatina, ES, Brazil|Hospital Vila da Serra, Nova Lima, MG, Brazil|Santa Casa de Misericórdia de São João Del Rei, São João Del Rei, MG, Brazil|Associação Evangélica Beneficente de Londrina - Hospital Evangélico de Londrina, Londrina, PR, Brazil|Instituto Estadual do Cérebro Paulo Niemeyer, Rio De Janeiro, RJ, Brazil|Hospital Geral de Caxias do Sul, Caxias do Sul, RS, Brazil|Hospital Santa Rita - Irmandade Santa Casa de Porto Alegre, Porto Alegre, RS, Brazil|Hospital São Francisco - Irmandade Santa Casa de Porto Alegre, Porto Alegre, RS, Brazil|Hospital São José, Criciuma, SC, Brazil|Hospital Baía Sul - Baía Sul Medical Center, Florianópolis, SC, Brazil|Hospital Nereu Ramos, Florianópolis, Sc, Brazil|Centro Hospitalar Unimed, Joinville, SC, Brazil|Hospital de Amor - Unidade Barretos (Fundação PIO XII), Barretos, SP, Brazil|Casa de Saúde Santa Marcelina, São Paulo, SP, Brazil|Hospital Albert Einstein, São Paulo, SP, Brazil|Hospital Beneficência Portuguesa - Real e Benemérita Associação Portuguesa de Beneficência, São Paulo, SP, Brazil|Hospital BP Mirante - Real e Benemérita, São Paulo, SP, Brazil|Hospital das Clínicas da FMUSP, São Paulo, SP, Brazil|Hospital do Servidor Público Estadual - HSPE - IAMSPE, São Paulo, SP, Brazil|Hospital São Paulo - UNIFESP, São Paulo, SP, Brazil|Hospital Sírio-Libanês, São Paulo, SP, Brazil|Hospital SEPACO, São Paulo, S, Brazil		https://ClinicalTrials.gov/show/NCT04322123
