Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
799	NCT04321278	Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II)		Recruiting	No Results Available	Coronavirus Infections|Pneumonia, Viral	Drug: Hydroxychloroquine + azithromycin|Drug: Hydroxychloroquine	Evaluation of the clinical status|All-cause mortality|Number of days free from mechanical ventilation|Duration of mechanical ventilation|Duration of hospitalization|Other secondary infections|Time from treatment start to death	Hospital Israelita Albert Einstein|EMS|Hospital do Coracao|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network|Cristália Produtos Químicos Farmacêuticos Ltda.	All	18 Years and older   (Adult, Older Adult)	Phase 3	440	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	30155020.5.1001.0071	March 28, 2020	August 30, 2020	August 30, 2020	March 25, 2020		April 22, 2020	Instituto de Cardiologia do Distrito Federal, Brasília, Distrito Federal, Brazil|Fundação Social Rural de Colatina, Colatina, Espirito Santo, Brazil|Hospital Vera Cruz AS, Belo Horizonte, Minas Gerais, Brazil|Hospital Maternidade E Pronto Socorro Santa Lucia Ltda, Poços De Caldas, Minas Gerais, Brazil|Universidade Estadual de Londrina, Londrina, Paraná, Brazil|Hospital Adventista de Belém, Belém, Pará, Brazil|Hospital Giselda Trigueiro, Natal, Rio Grande Do Norte, Brazil|Hospital Universitário Onofre Lopes, Natal, Rio Grande Do Norte, Brazil|Hospital Moinhos de Vento, Porto Alegre, Rio Grande Do Sul, Brazil|Irmandade da Santa Casa de Misericordia de Porto Alegre, Porto Alegre, Rio Grande Do Sul, Brazil|Maestri E Kormann Consultoria Medico-Cientifica, Blumenau, Santa Catarina, Brazil|Sociedade Literaria e Caritativa Santo Agostinho, Criciúma, Santa Catarina, Brazil|Fundação Pio XII, Barretos, São Paulo, Brazil|Santa Casa de Misericordia de Votuporanga, Votuporanga, São Paulo, Brazil|Hospital Israelita Albert Einstein, São Paulo, Brazil|AMICO Saude LTDA, São Paulo, Brazil|Associacao Beneficente Siria, São Paulo, Brazil|Hospital Vila Santa Catarina, São Paulo, Brazil|Prevent Senior Private Operadora de Saude Ltda, São Paulo, Brazil|Real e Benemérita Associação Portuguesa de Beneficência/SP, São Paulo, Brazil|Real e Benemérita Associação Portuguesa de Beneficência/SP, São Paulo, Brazil|Santa Casa de Misericórdia, São Paulo, Brazil|Secretaria de Saúde do Estado de São Paulo, São Paulo, Brazil|Serv Social da Industria do papel, papelão e cortiça do estado de SP, São Paulo, Brazil|Sociedade Beneficente de Senhoras Hospital Sírio-Libanês, São Paulo, Brazil|Universidade Federal de São Paulo, São Paulo, Brazil		https://ClinicalTrials.gov/show/NCT04321278
800	NCT04345289	Efficacy and Safety of Novel Treatment Options for Adults With COVID-19 Pneumonia	CCAP	Not yet recruiting	No Results Available	COVID|Corona Virus Infection|Viral Pneumonia	Biological: Convalescent anti-SARS-CoV-2 plasma|Drug: Sarilumab|Drug: Baricitinib|Drug: Hydroxychloroquine|Other: Injective placebo|Other: Oral placebo	All-cause mortality or need of invasive mechanical ventilation|Frequency of adverse events|Frequency of severe adverse events|Time to improvement of at least 2 categories relative to baseline on a 7-category ordinal scale of clinical status|Ventilator-free days|Organ failure-free days|Duration of ICU stay|Mortality rate|Length of hospital stay|Duration of supplemental oxygen	Thomas Benfield|Hvidovre University Hospital	All	18 Years and older   (Adult, Older Adult)	Phase 3	1500	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	25032020|2020-001367-88	April 20, 2020	June 15, 2021	June 15, 2021	April 14, 2020		April 14, 2020	Aalborg University Hospital, Aalborg, Denmark|Aarhus University Hospital, Arhus, Denmark|Bispebjerg Hospital, Copenhagen, Denmark|Rigshospitalet, Copenhagen, Denmark|Herlev Gentofte Hospital, Herlev, Denmark|Herning Hospital, Herning, Denmark|Nordsjællands Hospital, Hillerød, Denmark|Hvidovre Hospital, Hvidovre, Denmark|Kolding Hospital, Kolding, Denmark|Odense University Hospital, Odense, Denmark|Roskilde Hospital, Roskilde, Denmark|Vejle Hospital, Vejle, Denmark		https://ClinicalTrials.gov/show/NCT04345289
801	NCT04353037	PATCH 2&3:Prevention & Treatment of COVID-19 (Severe Acute Respiratory Syndrome Coronavirus 2) With Hydroxychloroquine		Recruiting	No Results Available	Coronavirus|Corona Virus Infection	Drug: Group A HCQ|Drug: Group B Control	Sub Study 1: Patients|Sub Study 2: Health Care Workers|Sub Study 1: Patients: Rate of secondary infection of co-inhabitants|Sub Study 1: Patients: Adverse Events|Sub Study 1: Patients: Negative for COVID-19|Sub Study 2:Health Care Workers:Number of shifts missed|Sub Study 2:Health Care Workers:Rate of adverse events|Sub Study 2:Health Care Workers:Rate of hospitalization	UnitedHealth Group|ProHealth Care Associates|University of Pennsylvania Perelman School of Medicine	All	50 Years to 75 Years   (Adult, Older Adult)	Phase 2	850	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment	2020-0003	April 7, 2020	April 2021	June 15, 2021	April 20, 2020		April 24, 2020	ProHealth New York, New York, New York, United States		https://ClinicalTrials.gov/show/NCT04353037
802	NCT04359303	Indirect Endovenous Systemic Ozone for New Coronavirus Disease (COVID19) in Non-intubated Patients	OzonoCOVID19	Not yet recruiting	No Results Available	COVID	Other: Systemic indirect endovenous ozone therapy	COVID19 clinical scale|Number of died patients|Oro/nasopharynx virus|Thorax imaging (0=none; 1=unilateral; 2=bilateral; 3=ground-glass opacification; 4=consolidation)|Days in hospital|Venous gas blood analysis	Javier Hidalgo Tallón|Sociedad Española de Ozonoterapia|Universidad Católica San Antonio de Murcia	All	18 Years and older   (Adult, Older Adult)	Phase 3	50	Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	P.Inv. Ozono-COVID19 Ver.1.2	April 2020	June 2020	June 2020	April 24, 2020		April 24, 2020	SEOT, Valencia, Spain		https://ClinicalTrials.gov/show/NCT04359303
803	NCT04358783	Convalescent Plasma Compared to the Best Available Therapy for the Treatment of SARS-CoV-2 Pneumonia	COP-COVID-19	Not yet recruiting	No Results Available	Coronavirus Infection	Biological: Plasma|Other: Best Available Therapy	Early all-cause mortality|Time in days for SARS-CoV-2 RT-PCR negatives|The serum anti-SARS-CoV-2 antibody titres|Detection of serum antibodies	Hospital Universitario Dr. Jose E. Gonzalez	All	18 Years and older   (Adult, Older Adult)	Phase 2	30	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	IF20-00002	April 27, 2020	February 1, 2021	May 30, 2021	April 24, 2020		April 24, 2020	Hospital Universitario José E. Gonzalez, Monterrey, Nuevo Leon, Mexico		https://ClinicalTrials.gov/show/NCT04358783
804	NCT04344912	Impact of COVID19 Outbreak in Cardiac Acute Care	CCU-COVID19	Recruiting	No Results Available	Acute Coronary Syndrome|Heart Failure|COVID	Other: Data collection	Incidence of recurrent Major Cardiovascular Events (MACE) and urgent rehospitalization	Assistance Publique - Hôpitaux de Paris|Action, France	All	18 Years and older   (Adult, Older Adult)		500	Other	Observational	Observational Model: Cohort|Time Perspective: Other	INDS 0522070420	March 20, 2020	June 2020	August 2020	April 14, 2020		April 14, 2020	Unité de Soins Intensifs de Cardiologie, Pitié Salpêtrière Hospital, AP-HP, Paris, France		https://ClinicalTrials.gov/show/NCT04344912
805	NCT04320056	Closed-Loop Oxygen to Verify That Healthcare Workers Interventions Decrease During SARS-CoV-2 Pneumonia (COVID-19)		Recruiting	No Results Available	Coronavirus|Pneumonia|Oxygen Toxicity	Other: Standard administration of oxygen flow|Device: Automated oxygen administration - FreeO2	The number of interventions|Duration of interventions|Mean oxygen flow|Time within theSpO2 target|Time with hypoxemia|Time with hyperoxemia|Rate of ICU admission|Rate of needed non invasive respiratory support|Rate of intubation|NEWS 2 score evolution|EWSO2 score evolution|Cost-effectiveness|length of stay	Laval University	All	18 Years and older   (Adult, Older Adult)	Not Applicable	216	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other	21909	April 20, 2020	April 30, 2021	October 31, 2021	March 24, 2020		April 21, 2020	Institut universitaire de cardiologie et de pneumologie de Québec - Université Laval, Quebec, Canada		https://ClinicalTrials.gov/show/NCT04320056
806	NCT04359329	Estrogen Patch for COVID-19 Symptoms		Recruiting	No Results Available	COVID	Drug: Estradiol patch	Rate of Hospitalization|Rate of Transfer to Intensive Care Unit|Rate of Intubation|Rate of Death	Sharon Nachman|Stony Brook University	All	18 Years and older   (Adult, Older Adult)	Phase 2	110	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	SBU-EstrogenPatch-COVID19	April 20, 2020	November 15, 2020	November 15, 2020	April 24, 2020		April 24, 2020	Stony Brook University Hospital, Stony Brook, New York, United States		https://ClinicalTrials.gov/show/NCT04359329
807	NCT04260594	Clinical Study of Arbidol Hydrochloride Tablets in the Treatment of Pneumonia Caused by Novel Coronavirus		Not yet recruiting	No Results Available	2019-nCoV	Drug: Arbidol|Other: basic treatment	Virus negative conversion rate in the first week|Virus negative conversion rate|Antipyretic rate|Symptom relief time|Finger oxygen improvement rate|Disease progression rate|Mortality rate|Incidence of severe adverse reactions|Change curve of peripheral blood lymphocyte count	Jieming QU|Ruijin Hospital	All	18 Years to 75 Years   (Adult, Older Adult)	Phase 4	380	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	Abdrcspc202001	February 7, 2020	July 1, 2020	December 30, 2020	February 7, 2020		February 7, 2020			https://ClinicalTrials.gov/show/NCT04260594
808	NCT04314232	Mechanisms to Morbidity and Mortality for Covid-19	COVID MECH	Not yet recruiting	No Results Available	Coronavirus|SARS		Change in viral expression in association to organspecific biomarkers	University Hospital, Akershus	All	18 Years and older   (Adult, Older Adult)		200	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	117589	March 23, 2020	December 31, 2021	December 31, 2021	March 19, 2020		March 19, 2020			https://ClinicalTrials.gov/show/NCT04314232
809	NCT04336748	HCQ for Primary Prophylaxis Against COVID19 in Health-care Workers		Not yet recruiting	No Results Available	Sars-CoV2|Infection Viral|Healthcare Worker|Prophylaxis	Drug: Hydroxychloroquine	Symptomatic or asymptomatic SARS-CoV-2 infection confirmed by PCR|Viral load during SARS-CoV-2 infection|Seroconversion during the study period|Incidence of any acute respiratory infection|Days of sick leave	Medical University of Vienna	All	18 Years and older   (Adult, Older Adult)	Phase 3	440	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention	HCQ prophylaxis for COVID19	April 2020	July 2020	August 2020	April 7, 2020		April 7, 2020			https://ClinicalTrials.gov/show/NCT04336748
810	NCT04330261	Clinical Characteristics and Outcomes of Pediatric COVID-19	PERN-COVID-19	Recruiting	No Results Available	COVID-19|SARS-CoV-2 Infection|Pediatric ALL|Pneumonia, Viral|Pandemic Response	Other: Exposure (not intervention) - SARS-CoV-2 infection	Clinical characteristics of children with SARS-CoV-2|Factors associated with severe COVID-19 outcomes|Health care resource utilization for COVID-19 patient management|Sensitivity and specificity of COVID-19 case screening policies	University of Calgary	All	up to 18 Years   (Child, Adult)		12500	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	REB18-0107_MOD9	March 18, 2020	March 17, 2021	March 17, 2022	April 1, 2020		April 1, 2020	University of Calgary/Alberta Children's Hospital, Calgary, Alberta, Canada		https://ClinicalTrials.gov/show/NCT04330261
811	NCT04347460	Establishing a COVID-19 Prospective Cohort for Identification of Secondary HLH	COVIDHLH	Recruiting	No Results Available	COVID		Presence of sHLH as determined by expert chart review by two independent reviewers|Determine the incidence of patients fulfilling HLH criteria in Covid 19 viral infection|Determine the incidence of patients fulfilling modified 2004 HLH diagnostic criteria (Ferritin > 10000 μg/L) in Covid 19 viral infection|Characterization and incidence of the hyper-inflammatory state in COVID-19|all cause mortality assesed on day 15|all cause mortality assesed on day 29|immunophenotpye	Technische Universität München	All	18 Years and older   (Adult, Older Adult)		20	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	161/20 S	March 27, 2020	July 1, 2020	August 31, 2020	April 15, 2020		April 15, 2020	Department of nephrology, Klinikum rechts der Isar, München, Bavaria, Germany		https://ClinicalTrials.gov/show/NCT04347460
812	NCT04326426	ODYSSEY: A Study to Investigate the Efficacy of Tradipitant in Treating Severe or Critical COVID-19 Infection		Enrolling by invitation	No Results Available	Coronavirus Infection	Drug: Tradipitant|Drug: Placebo	Time to improvement on a 7-point ordinal scale as compared to baseline|Treatment and prevention of inflammatory lung injury as measured by change in baseline of interleukin-6 (IL-6)|Rate of Decline of COVID-19 viral load assessed by RT-PCR from nasopharyngeal samples|In-hospital mortality|Mean change in NEWS2 score from baseline|Understand the effect of genetics for treatment response through whole genome sequence of the participant and the COVID-19 virus|Reduction from baseline of NRS for cough|Reduction from baseline of NRS for nausea|Time to normalization of fever for at least 48 hours|Time to improvement in oxygenation for at least 48 hours	Vanda Pharmaceuticals	All	18 Years to 90 Years   (Adult, Older Adult)	Phase 3	300	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment	VLY-686-3501	April 13, 2020	August 1, 2020	August 31, 2020	March 30, 2020		April 20, 2020	Lenox Hill Hospital Northwell Health, New York, New York, United States		https://ClinicalTrials.gov/show/NCT04326426
813	NCT04338672	The Impact of the Covid-19 Outbreak on Emergency Room Attendances of Surgical Patients		Recruiting	No Results Available	Emergency Service, Hospital|General Surgery	Other: COVID-19 Pandemic	Rates of emergency visits needing surgical consult|The ratio of severe presentations to non-severe presentations|The impact of age on ED attendance rates|Differences in ED surgical visits (in terms of capacity and severity) of surgical patients depending on the presentation and the co morbidity	Sheba Medical Center	All	18 Years and older   (Adult, Older Adult)		10000	Other	Observational	Observational Model: Cohort|Time Perspective: Retrospective	SMC-20-7078-YZ-CTIL	April 5, 2020	April 1, 2021	April 1, 2022	April 8, 2020		April 21, 2020	Sheba Medical Center, Ramat Gan, Israel		https://ClinicalTrials.gov/show/NCT04338672
814	NCT04357847	Assessment of Endothelial and Haemostatic Changes During Severe SARS-CoV-2 Infection	Covid-Thelium	Recruiting	No Results Available	Covid-19|Endothelial Dysfunction|Thrombosis|Critically Ill		Association of InterCellular Adhesion Molecule-1 plasma level with 28 days mortality|Association of Endothelin-1 plasma level with 28 days mortality|Association of Vascular Endothelial Growth Factor A plasma level with 28 days mortality|Association of soluble Vascular Endothelial Growth Factor Receptor type 1 with 28 days mortality|Association of syndecan -1 plasma level with 28 days mortality|Association of D-dimers plasma levels with thrombotic events|Association of von Willebrandt Factor with thrombotic events|Association of Viscoelastic testing with thrombotic events	University Hospital, Rouen	All	18 Years and older   (Adult, Older Adult)		100	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	2020/097/OB	April 9, 2020	July 31, 2020	August 31, 2020	April 22, 2020		April 22, 2020	Rouen University Hospital, Rouen, France		https://ClinicalTrials.gov/show/NCT04357847
815	NCT04327180	PREdiction of DIagnosed Covid-19 infecTion in IUC Patients	PREDICT	Recruiting	No Results Available	Infection Viral|Coronavirus|ARDS|Pneumonia		Correlation between nasal and deep PCR positivity for Covid-19 patients performed and all predictors for Covid-19 patients performed within 24 hours of admission to ICU|Coinfections|Respiratory dysfunction requiring mechanical ventilation|Sequential Organ Failure Assessment (SOFA) Score|SAPS II score|Disseminated Intravascular Coagulation (DIC) score|Number of days on vasopressive amines|Occurrence of an event of venous or arterial thromboembolic disease|Number of days with extra renal treatment (ERA)|Number of patients alive after ICU stay less than 28 days will be tracked|Short Form 36|Hospital anxiety and depression scale (HADS)|Impact of Event Scale - revised (IES-R)|Post-traumatic stress disorder Checklist version DSM-5 (PSL-5)|Modified Medical Research Council (MMRC) Dyspnea Scale|Correlation between number of patient deaths and all predictors for Covid-19 including anamnestic, clinical, biological, radiological parameters|Viral clearance	University Hospital, Lille	All	18 Years and older   (Adult, Older Adult)		500	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	2020_20|2020-A00763-36	March 30, 2020	September 2021	September 2021	March 30, 2020		April 6, 2020	Hôpital Roger Salengro, ICU, CHU Lille, Lille, France		https://ClinicalTrials.gov/show/NCT04327180
